Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra
80.35	28.38	-9.67	87.02	0.38	8.18	0.00	-49.11	87.07	-40.09	131.30	47.78	7.00	0.00	-30.57	-46.02	-41.08	45.17	-64.89	5.57	0.00	35.80	24.42	-53.04	92.10	13.11	10.98	0.00	51.70	27.70	-64.08	120.39	-1.47	12.73	0.00	68.33	26.73	-72.64	68.67	20.44	0.09	0.00	78.71	27.25	-86.02	-89.56	-4.15	2.76	0.00	82.47	27.82	-96.25	80.37	0.42	0.73	0.00	96.59	28.84	-57.89	105.50	10.22	7.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.36	28.39	-9.67	87.02	0.37	7.23	0.00	-49.11	87.07	-40.09	131.30	47.78	6.77	0.00	-30.58	-46.02	-41.08	45.16	-64.89	5.51	0.00	35.66	24.33	-53.09	91.96	12.88	9.80	0.00	51.61	27.80	-64.31	120.99	-1.88	12.10	0.00	68.35	26.82	-72.62	68.38	19.69	0.42	0.00	78.69	27.25	-86.04	-89.55	-4.14	2.56	0.00	82.49	27.89	-96.30	80.39	0.46	1.04	0.00	96.63	28.85	-57.88	105.50	10.19	7.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.36	28.39	-9.66	87.02	0.36	8.53	0.00	-49.11	87.07	-40.09	131.30	47.78	7.16	0.00	-30.58	-46.02	-41.08	45.16	-64.90	6.44	0.00	35.57	24.20	-53.09	91.86	12.59	9.59	0.00	51.45	27.82	-64.33	121.60	-2.30	11.91	0.00	68.39	26.89	-72.56	68.17	18.79	0.60	0.00	78.67	27.25	-86.05	-89.53	-4.11	1.93	0.00	82.57	27.88	-96.26	80.41	0.47	0.49	0.00	96.67	28.87	-57.92	105.48	10.19	6.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.37	28.39	-9.66	87.02	0.36	8.90	0.00	-49.11	87.06	-40.09	131.31	47.78	6.86	0.00	-30.59	-46.02	-41.08	45.15	-64.90	5.84	0.00	35.46	24.07	-53.06	91.78	12.33	10.05	0.00	51.26	27.86	-64.34	122.18	-2.65	11.19	0.00	68.34	26.95	-72.49	68.05	17.73	1.47	0.00	78.65	27.25	-86.04	-89.52	-4.08	1.98	0.00	82.67	27.84	-96.17	80.42	0.45	0.69	0.00	96.67	28.89	-58.00	105.46	10.21	7.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.37	28.39	-9.66	87.02	0.36	8.11	0.00	-49.11	87.06	-40.09	131.31	47.78	6.03	0.00	-30.59	-46.01	-41.08	45.14	-64.90	6.13	0.00	35.26	23.96	-53.06	91.68	12.20	10.65	0.00	51.07	27.97	-64.48	122.73	-2.88	11.35	0.00	68.16	26.99	-72.48	67.99	16.62	0.88	0.00	78.67	27.25	-86.04	-89.51	-4.07	1.74	0.00	82.71	27.82	-96.10	80.44	0.45	0.80	0.00	96.63	28.88	-58.07	105.45	10.24	7.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.36	28.39	-9.66	87.01	0.36	7.35	0.00	-49.11	87.06	-40.09	131.31	47.78	6.35	0.00	-30.59	-46.01	-41.08	45.14	-64.91	5.99	0.00	35.05	23.88	-53.08	91.55	12.18	9.55	0.00	50.92	28.10	-64.73	123.20	-3.07	11.27	0.00	67.94	27.04	-72.52	67.96	15.59	0.01	0.00	78.71	27.28	-86.06	-89.50	-4.09	2.11	0.00	82.67	27.86	-96.11	80.46	0.48	0.20	0.00	96.61	28.87	-58.10	105.44	10.25	6.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.36	28.39	-9.66	87.01	0.36	7.77	0.00	-49.10	87.06	-40.09	131.32	47.78	6.75	0.00	-30.59	-46.01	-41.08	45.13	-64.91	5.47	0.00	34.89	23.82	-53.11	91.39	12.17	10.02	0.00	50.77	28.16	-64.91	123.57	-3.27	11.45	0.00	67.76	27.07	-72.56	67.92	14.71	0.83	0.00	78.74	27.32	-86.08	-89.50	-4.10	1.81	0.00	82.61	27.91	-96.15	80.49	0.51	0.83	0.00	96.66	28.89	-58.11	105.44	10.23	7.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.35	28.39	-9.67	87.00	0.37	7.14	0.00	-49.10	87.06	-40.09	131.32	47.78	7.09	0.00	-30.58	-46.00	-41.07	45.12	-64.91	5.78	0.00	34.78	23.76	-53.12	91.18	12.07	9.81	0.00	50.62	28.12	-64.94	123.82	-3.50	11.61	0.00	67.64	27.09	-72.59	67.87	13.93	0.54	0.00	78.76	27.32	-86.06	-89.52	-4.09	1.84	0.00	82.60	27.92	-96.15	80.51	0.51	1.63	0.00	96.76	28.92	-58.12	105.45	10.20	7.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.34	28.39	-9.67	86.99	0.38	8.06	0.00	-49.10	87.07	-40.09	131.33	47.78	6.70	0.00	-30.58	-46.00	-41.07	45.11	-64.92	7.04	0.00	34.63	23.67	-53.10	90.91	11.88	9.90	0.00	50.44	28.07	-64.90	123.97	-3.73	11.74	0.00	67.53	27.07	-72.61	67.77	13.19	1.46	0.00	78.76	27.29	-86.01	-89.55	-4.08	2.64	0.00	82.64	27.89	-96.11	80.50	0.47	1.17	0.00	96.83	28.93	-58.12	105.47	10.18	7.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.33	28.39	-9.68	86.99	0.39	9.37	0.00	-49.10	87.07	-40.09	131.33	47.78	6.42	0.00	-30.57	-45.99	-41.07	45.10	-64.92	5.32	0.00	34.42	23.56	-53.06	90.60	11.64	9.99	0.00	50.26	28.06	-64.88	124.08	-3.98	11.44	0.00	67.41	27.03	-72.61	67.63	12.41	1.58	0.00	78.74	27.25	-85.98	-89.57	-4.09	2.46	0.00	82.64	27.87	-96.08	80.47	0.43	0.34	0.00	96.81	28.89	-58.07	105.47	10.19	7.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.32	28.38	-9.69	86.98	0.40	8.28	0.00	-49.10	87.07	-40.09	131.34	47.78	6.29	0.00	-30.56	-45.99	-41.07	45.09	-64.92	5.82	0.00	34.22	23.46	-53.02	90.30	11.41	10.69	0.00	50.10	28.10	-64.94	124.19	-4.29	10.84	0.00	67.35	26.99	-72.57	67.43	11.55	1.01	0.00	78.69	27.24	-85.99	-89.58	-4.14	2.59	0.00	82.61	27.85	-96.09	80.43	0.40	0.02	0.00	96.73	28.82	-58.01	105.45	10.22	7.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.31	28.38	-9.70	86.97	0.41	7.53	0.00	-49.10	87.08	-40.09	131.34	47.78	7.53	0.00	-30.56	-45.99	-41.06	45.08	-64.93	6.20	0.00	34.07	23.39	-53.00	90.06	11.18	9.85	0.00	49.99	28.12	-65.00	124.32	-4.69	11.22	0.00	67.39	26.92	-72.49	67.24	10.60	1.33	0.00	78.66	27.25	-86.00	-89.59	-4.17	1.96	0.00	82.59	27.81	-96.07	80.39	0.38	0.05	0.00	96.71	28.78	-57.98	105.40	10.24	7.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.30	28.37	-9.70	86.96	0.41	9.40	0.00	-49.10	87.09	-40.09	131.35	47.78	7.20	0.00	-30.55	-45.99	-41.06	45.07	-64.93	5.83	0.00	33.97	23.34	-52.99	89.87	10.98	9.52	0.00	49.92	28.07	-65.00	124.43	-5.19	11.86	0.00	67.42	26.85	-72.43	67.19	9.62	1.53	0.00	78.71	27.25	-85.97	-89.60	-4.18	2.64	0.00	82.67	27.78	-96.01	80.36	0.38	0.04	0.00	96.77	28.76	-57.97	105.34	10.23	6.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.29	28.37	-9.71	86.96	0.42	7.46	0.00	-49.10	87.09	-40.09	131.35	47.78	7.69	0.00	-30.54	-45.98	-41.06	45.06	-64.93	5.20	0.00	33.87	23.29	-52.98	89.69	10.83	9.49	0.00	49.88	27.98	-64.94	124.47	-5.74	11.64	0.00	67.35	26.81	-72.42	67.37	8.69	0.85	0.00	78.83	27.24	-85.90	-89.61	-4.16	2.17	0.00	82.82	27.78	-95.93	80.35	0.38	1.07	0.00	96.84	28.73	-57.94	105.30	10.21	6.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.29	28.36	-9.71	86.95	0.42	7.75	0.00	-49.10	87.10	-40.08	131.36	47.78	6.97	0.00	-30.53	-45.98	-41.06	45.06	-64.94	5.97	0.00	33.77	23.20	-52.95	89.46	10.72	9.78	0.00	49.84	27.91	-64.83	124.40	-6.27	13.56	0.00	67.22	26.82	-72.42	67.79	7.80	2.01	0.00	78.93	27.24	-85.84	-89.61	-4.15	2.41	0.00	82.93	27.81	-95.88	80.35	0.41	0.31	0.00	96.83	28.68	-57.87	105.28	10.20	8.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.29	28.36	-9.71	86.95	0.42	8.03	0.00	-49.11	87.10	-40.08	131.36	47.77	7.01	0.00	-30.53	-45.98	-41.06	45.05	-64.94	6.03	0.00	33.72	23.11	-52.89	89.21	10.62	10.05	0.00	49.81	27.84	-64.67	124.25	-6.74	12.54	0.00	67.19	26.87	-72.36	68.30	6.86	1.33	0.00	78.98	27.26	-85.83	-89.59	-4.16	2.50	0.00	82.96	27.84	-95.85	80.34	0.43	1.22	0.00	96.78	28.66	-57.83	105.28	10.19	6.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.30	28.35	-9.71	86.94	0.41	8.72	0.00	-49.12	87.11	-40.08	131.37	47.77	5.99	0.00	-30.53	-45.98	-41.06	45.05	-64.94	5.65	0.00	33.73	23.04	-52.82	88.98	10.46	10.74	0.00	49.85	27.76	-64.46	124.09	-7.14	12.36	0.00	67.33	26.90	-72.18	68.72	5.86	0.64	0.00	78.99	27.28	-85.82	-89.58	-4.17	2.27	0.00	82.97	27.83	-95.78	80.31	0.46	0.61	0.00	96.79	28.68	-57.86	105.26	10.20	7.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.31	28.35	-9.70	86.94	0.40	7.34	0.00	-49.13	87.12	-40.08	131.38	47.77	6.47	0.00	-30.53	-45.99	-41.06	45.05	-64.94	5.13	0.00	33.80	22.99	-52.75	88.80	10.27	10.13	0.00	49.97	27.63	-64.22	123.94	-7.48	13.08	0.00	67.57	26.91	-71.94	69.01	4.87	1.77	0.00	79.00	27.28	-85.77	-89.58	-4.18	1.93	0.00	83.06	27.79	-95.66	80.29	0.50	1.65	0.00	96.88	28.72	-57.93	105.23	10.23	7.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.32	28.35	-9.70	86.94	0.39	7.52	0.00	-49.14	87.12	-40.08	131.39	47.77	7.17	0.00	-30.53	-45.99	-41.06	45.06	-64.94	6.53	0.00	33.90	22.96	-52.67	88.65	10.15	9.70	0.00	50.17	27.49	-63.94	123.79	-7.81	13.48	0.00	67.84	26.93	-71.69	69.25	3.93	2.08	0.00	79.00	27.27	-85.67	-89.59	-4.18	2.39	0.00	83.24	27.80	-95.51	80.26	0.56	0.23	0.00	96.98	28.74	-57.93	105.18	10.29	7.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.34	28.34	-9.69	86.94	0.37	7.12	0.00	-49.15	87.13	-40.08	131.40	47.77	6.07	0.00	-30.53	-45.99	-41.06	45.06	-64.93	5.57	0.00	34.06	22.94	-52.57	88.49	10.17	10.74	0.00	50.40	27.36	-63.60	123.64	-8.12	13.07	0.00	68.12	27.00	-71.44	69.55	2.92	1.94	0.00	78.99	27.25	-85.57	-89.61	-4.20	1.87	0.00	83.41	27.85	-95.40	80.24	0.62	0.24	0.00	97.01	28.72	-57.88	105.14	10.36	6.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.36	28.34	-9.68	86.95	0.35	7.40	0.00	-49.16	87.13	-40.08	131.41	47.76	7.07	0.00	-30.54	-45.99	-41.06	45.06	-64.93	6.09	0.00	34.26	22.93	-52.47	88.34	10.34	9.19	0.00	50.67	27.28	-63.21	123.47	-8.35	13.97	0.00	68.46	27.11	-71.19	69.88	1.80	1.86	0.00	78.99	27.25	-85.48	-89.63	-4.24	2.80	0.00	83.51	27.91	-95.31	80.22	0.67	0.89	0.00	97.01	28.71	-57.85	105.12	10.42	6.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.37	28.34	-9.66	86.95	0.34	8.23	0.00	-49.17	87.13	-40.08	131.42	47.76	6.66	0.00	-30.55	-45.99	-41.07	45.06	-64.92	5.88	0.00	34.51	22.94	-52.40	88.21	10.60	10.00	0.00	51.02	27.32	-62.88	123.27	-8.42	14.35	0.00	68.85	27.22	-70.94	70.16	0.76	1.18	0.00	79.07	27.26	-85.40	-89.63	-4.28	1.96	0.00	83.56	27.95	-95.22	80.20	0.68	0.58	0.00	97.04	28.72	-57.87	105.11	10.43	6.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.39	28.34	-9.66	86.95	0.32	7.23	0.00	-49.17	87.14	-40.08	131.43	47.76	7.27	0.00	-30.55	-46.00	-41.07	45.07	-64.92	6.04	0.00	34.81	22.97	-52.39	88.10	10.92	9.20	0.00	51.45	27.58	-62.74	123.05	-8.31	14.56	0.00	69.28	27.31	-70.72	70.37	0.06	2.17	0.00	79.22	27.30	-85.30	-89.60	-4.28	2.35	0.00	83.65	27.96	-95.10	80.18	0.68	0.99	0.00	97.10	28.75	-57.90	105.10	10.42	7.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.40	28.34	-9.65	86.96	0.31	7.61	0.00	-49.18	87.14	-40.08	131.44	47.75	7.15	0.00	-30.56	-46.00	-41.07	45.07	-64.91	5.78	0.00	35.18	23.01	-52.42	88.02	11.31	9.62	0.00	51.94	28.03	-62.81	122.81	-8.11	14.03	0.00	69.80	27.40	-70.50	70.59	-0.44	1.75	0.00	79.36	27.34	-85.19	-89.53	-4.25	2.76	0.00	83.79	27.99	-94.94	80.19	0.69	0.37	0.00	97.12	28.75	-57.91	105.07	10.44	6.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.41	28.34	-9.64	86.96	0.30	8.13	0.00	-49.18	87.14	-40.08	131.45	47.75	7.07	0.00	-30.56	-46.00	-41.07	45.07	-64.90	7.44	0.00	35.66	23.04	-52.46	87.95	11.77	8.95	0.00	52.46	28.48	-62.88	122.61	-7.99	12.71	0.00	70.48	27.53	-70.21	70.89	-1.14	1.99	0.00	79.43	27.35	-85.07	-89.46	-4.22	2.36	0.00	83.97	28.04	-94.76	80.21	0.72	0.97	0.00	97.11	28.75	-57.93	105.02	10.51	7.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.42	28.33	-9.64	86.96	0.29	8.38	0.00	-49.18	87.14	-40.08	131.46	47.75	6.74	0.00	-30.57	-46.00	-41.07	45.06	-64.88	5.65	0.00	36.24	23.06	-52.54	87.91	12.30	9.76	0.00	53.04	28.69	-62.71	122.46	-8.06	13.62	0.00	71.32	27.69	-69.82	71.20	-2.04	1.95	0.00	79.45	27.34	-84.93	-89.43	-4.22	2.17	0.00	84.12	28.09	-94.58	80.24	0.77	1.40	0.00	97.11	28.76	-57.98	104.95	10.61	7.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.41	28.33	-9.65	86.96	0.29	7.00	0.00	-49.18	87.14	-40.08	131.48	47.74	7.57	0.00	-30.57	-46.00	-41.07	45.06	-64.87	5.30	0.00	36.85	23.09	-52.67	87.84	12.92	8.41	0.00	53.73	28.61	-62.28	122.31	-8.31	13.94	0.00	72.22	27.84	-69.43	71.35	-2.28	2.28	0.00	79.48	27.32	-84.79	-89.43	-4.25	1.70	0.00	84.24	28.12	-94.40	80.25	0.83	0.35	0.00	97.14	28.78	-57.98	104.89	10.66	6.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.41	28.33	-9.65	86.96	0.29	7.23	0.00	-49.17	87.14	-40.08	131.49	47.74	6.99	0.00	-30.57	-46.00	-41.07	45.05	-64.85	6.51	0.00	37.47	23.15	-52.87	87.70	13.60	9.00	0.00	54.47	28.47	-61.81	122.02	-8.62	13.08	0.00	73.07	27.98	-69.19	71.34	-0.93	1.39	0.00	79.58	27.34	-84.68	-89.42	-4.27	1.66	0.00	84.36	28.14	-94.25	80.27	0.87	1.11	0.00	97.15	28.75	-57.88	104.85	10.66	7.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.40	28.32	-9.66	86.96	0.30	8.04	0.00	-49.16	87.15	-40.07	131.51	47.73	7.08	0.00	-30.57	-46.00	-41.07	45.04	-64.84	5.62	0.00	38.09	23.21	-53.11	87.46	14.31	8.43	0.00	55.10	28.50	-61.51	121.59	-8.82	13.99	0.00	73.83	28.13	-69.12	71.32	1.90	1.43	0.00	79.69	27.38	-84.60	-89.37	-4.23	1.81	0.00	84.48	28.16	-94.13	80.28	0.88	0.50	0.00	97.10	28.70	-57.72	104.83	10.64	7.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.38	28.32	-9.67	86.96	0.31	7.79	0.00	-49.15	87.15	-40.07	131.52	47.73	7.04	0.00	-30.57	-46.00	-41.07	45.02	-64.82	6.31	0.00	38.66	23.24	-53.36	87.20	14.96	8.15	0.00	55.52	28.64	-61.33	121.14	-8.88	13.60	0.00	74.47	28.28	-69.17	71.42	4.87	0.96	0.00	79.78	27.41	-84.54	-89.30	-4.17	2.38	0.00	84.60	28.19	-94.04	80.27	0.87	0.38	0.00	97.07	28.67	-57.65	104.80	10.64	6.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.36	28.31	-9.68	86.95	0.32	8.72	0.00	-49.14	87.15	-40.07	131.53	47.73	6.02	0.00	-30.56	-46.00	-41.07	45.01	-64.81	6.05	0.00	39.06	23.18	-53.66	87.03	15.49	8.06	0.00	55.76	28.62	-61.10	120.82	-8.90	14.31	0.00	74.93	28.40	-69.23	71.61	6.69	0.64	0.00	79.82	27.40	-84.48	-89.25	-4.12	1.91	0.00	84.69	28.21	-93.96	80.24	0.83	0.39	0.00	97.11	28.67	-57.69	104.75	10.69	6.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.35	28.31	-9.70	86.95	0.33	6.60	0.00	-49.13	87.15	-40.07	131.55	47.72	6.99	0.00	-30.56	-46.00	-41.06	45.00	-64.79	5.66	0.00	39.24	23.08	-54.06	86.99	15.88	7.45	0.00	55.91	28.34	-60.77	120.67	-8.97	13.56	0.00	75.15	28.46	-69.29	71.72	7.25	0.53	0.00	79.83	27.39	-84.43	-89.24	-4.13	2.35	0.00	84.75	28.22	-93.90	80.20	0.80	1.23	0.00	97.19	28.68	-57.72	104.65	10.79	7.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.33	28.31	-9.71	86.94	0.35	6.07	0.00	-49.12	87.16	-40.06	131.56	47.72	6.94	0.00	-30.56	-46.00	-41.06	44.98	-64.78	5.59	0.00	39.24	23.00	-54.57	87.03	16.15	8.40	0.00	56.00	27.94	-60.48	120.57	-9.05	14.72	0.00	75.19	28.44	-69.36	71.67	7.42	0.70	0.00	79.83	27.40	-84.40	-89.24	-4.16	2.05	0.00	84.79	28.22	-93.88	80.17	0.78	1.10	0.00	97.22	28.65	-57.65	104.53	10.92	7.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.32	28.30	-9.72	86.94	0.36	8.41	0.00	-49.11	87.16	-40.06	131.58	47.72	6.86	0.00	-30.56	-45.99	-41.06	44.97	-64.76	5.66	0.00	39.21	22.97	-55.12	87.03	16.33	8.48	0.00	56.03	27.70	-60.34	120.41	-9.05	15.04	0.00	75.23	28.39	-69.40	71.48	7.84	0.09	0.00	79.85	27.42	-84.37	-89.24	-4.18	1.70	0.00	84.82	28.22	-93.87	80.13	0.78	0.72	0.00	97.19	28.61	-57.52	104.43	11.04	7.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.31	28.30	-9.73	86.93	0.37	7.88	0.00	-49.11	87.16	-40.06	131.59	47.71	7.10	0.00	-30.55	-45.99	-41.05	44.97	-64.75	5.61	0.00	39.22	23.00	-55.63	86.97	16.43	9.23	0.00	55.99	27.63	-60.34	120.20	-8.97	15.08	0.00	75.40	28.34	-69.39	71.22	8.36	0.13	0.00	79.90	27.42	-84.33	-89.24	-4.16	1.94	0.00	84.84	28.20	-93.84	80.10	0.79	0.61	0.00	97.20	28.59	-57.50	104.34	11.14	6.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.30	28.30	-9.73	86.93	0.37	6.62	0.00	-49.10	87.16	-40.06	131.60	47.71	7.12	0.00	-30.55	-45.99	-41.05	44.96	-64.75	5.98	0.00	39.22	23.03	-56.09	86.87	16.47	8.36	0.00	55.98	27.54	-60.36	120.02	-8.90	14.74	0.00	75.63	28.31	-69.34	70.92	8.58	0.28	0.00	79.96	27.40	-84.29	-89.24	-4.16	1.53	0.00	84.86	28.16	-93.78	80.07	0.79	0.87	0.00	97.31	28.61	-57.60	104.25	11.21	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.30	28.29	-9.74	86.93	0.37	7.47	0.00	-49.10	87.16	-40.06	131.61	47.71	7.80	0.00	-30.56	-45.99	-41.05	44.96	-64.74	5.30	0.00	39.18	23.08	-56.53	86.75	16.46	8.04	0.00	56.05	27.30	-60.35	119.89	-8.87	14.91	0.00	75.78	28.31	-69.33	70.56	8.55	0.70	0.00	79.98	27.39	-84.27	-89.25	-4.18	2.36	0.00	84.88	28.13	-93.72	80.06	0.77	0.38	0.00	97.44	28.63	-57.73	104.11	11.27	6.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
